City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
260,Riyadh,SA,24.6877,46.7219,96.94,10,4,6.91,clear sky,2021-08-01 21:36:57
261,Lagoa,PT,39.05,-27.9833,72.12,95,43,16.15,scattered clouds,2021-08-01 21:38:45
262,Tiksi,RU,71.6872,128.8694,47.37,71,20,4.52,few clouds,2021-08-01 21:38:45
263,Robertsport,LR,6.7533,-11.3686,78.08,78,100,12.37,overcast clouds,2021-08-01 21:38:46
264,Tuktoyaktuk,CA,69.4541,-133.0374,71.6,64,75,10.36,broken clouds,2021-08-01 21:38:46
265,Broome,US,42.2506,-75.833,63.01,95,90,1.01,moderate rain,2021-08-01 21:38:46
266,Iqaluit,CA,63.7506,-68.5145,53.33,76,90,3.0,overcast clouds,2021-08-01 21:38:46
267,Wanning,CN,18.8003,110.3967,80.6,87,100,9.98,overcast clouds,2021-08-01 21:38:47
268,Joshimath,IN,30.5667,79.5667,71.42,86,92,1.92,overcast clouds,2021-08-01 21:38:47
269,Charcas,MX,23.1333,-101.1167,78.89,30,20,11.9,few clouds,2021-08-01 21:38:47
270,Ancud,CL,-41.8697,-73.8203,49.53,80,59,3.62,broken clouds,2021-08-01 21:38:48
271,Byron Bay,AU,-28.65,153.6167,66.09,83,45,11.99,scattered clouds,2021-08-01 21:38:48
272,Alice Springs,AU,-23.7,133.8833,53.15,62,40,8.05,scattered clouds,2021-08-01 21:38:48
273,Sorland,NO,67.667,12.6934,49.14,72,95,12.93,overcast clouds,2021-08-01 21:38:49
274,Ugoofaaru,MV,5.6667,73.0,82.62,76,98,13.38,overcast clouds,2021-08-01 21:38:49
275,Lorengau,PG,-2.0226,147.2712,84.27,73,35,11.03,scattered clouds,2021-08-01 21:38:49
276,Eston,CA,51.1501,-108.7514,94.89,18,70,8.12,broken clouds,2021-08-01 21:38:50
277,Pogar,RU,52.554,33.2591,68.0,79,34,7.14,scattered clouds,2021-08-01 21:38:50
278,Natal,BR,-5.795,-35.2094,79.02,73,0,16.11,clear sky,2021-08-01 21:38:51
279,Humaita,BR,-7.5061,-63.0208,85.33,35,5,3.2,clear sky,2021-08-01 21:36:56
280,Arman,RU,59.7,150.1667,54.34,49,0,18.28,clear sky,2021-08-01 21:38:51
281,Port Lincoln,AU,-34.7333,135.8667,52.34,50,19,25.59,few clouds,2021-08-01 21:38:51
282,Lahij,YE,13.1667,44.5833,86.38,52,64,2.33,broken clouds,2021-08-01 21:38:52
283,Virginia Beach,US,36.8529,-75.978,84.02,85,75,0.0,broken clouds,2021-08-01 21:34:08
284,Sawtell,AU,-30.3833,153.1,63.19,78,94,10.36,overcast clouds,2021-08-01 21:38:52
285,Ndele,CF,8.4109,20.6473,66.87,97,87,1.21,overcast clouds,2021-08-01 21:38:52
286,Neuquen,AR,-38.9516,-68.0591,60.69,51,0,0.0,clear sky,2021-08-01 21:34:16
287,Altamira,BR,-3.2033,-52.2064,78.89,94,20,0.0,few clouds,2021-08-01 21:38:53
288,Samandag,TR,36.0842,35.9771,82.92,66,2,3.18,clear sky,2021-08-01 21:38:53
289,Halifax,CA,44.6453,-63.5724,73.35,65,1,5.01,clear sky,2021-08-01 21:33:57
290,Beira,MZ,-19.8436,34.8389,60.89,100,0,4.61,clear sky,2021-08-01 21:38:54
291,Coahuayana,MX,18.7333,-103.6833,92.68,61,8,6.15,clear sky,2021-08-01 21:38:54
292,Ambon,ID,-3.6954,128.1814,75.34,94,40,8.05,scattered clouds,2021-08-01 21:38:54
293,Puerto Madryn,AR,-42.7692,-65.0385,60.49,35,24,13.09,few clouds,2021-08-01 21:38:55
294,Siilinjarvi,FI,63.0833,27.6667,60.82,88,56,6.91,broken clouds,2021-08-01 21:38:55
295,Marsh Harbour,BS,26.5412,-77.0636,85.01,71,68,9.91,light rain,2021-08-01 21:35:28
296,Caravelas,BR,-17.7125,-39.2481,68.99,65,95,8.9,overcast clouds,2021-08-01 21:38:55
297,Isabela,PH,6.7085,121.9711,80.65,87,100,4.27,overcast clouds,2021-08-01 21:38:56
298,Kieta,PG,-6.2167,155.6333,80.53,79,9,2.26,clear sky,2021-08-01 21:38:56
299,San Patricio,US,28.017,-97.5169,99.32,48,99,16.55,overcast clouds,2021-08-01 21:38:56
300,Portobelo,PA,9.55,-79.65,85.05,83,100,3.49,overcast clouds,2021-08-01 21:38:57
301,Chuchkovo,RU,54.2693,41.4465,68.43,60,31,7.54,scattered clouds,2021-08-01 21:38:57
302,Tasiilaq,GL,65.6145,-37.6368,55.56,76,38,4.83,scattered clouds,2021-08-01 21:38:57
303,Balykshi,KZ,47.0667,51.8667,75.2,31,0,6.71,clear sky,2021-08-01 21:38:58
304,Longyearbyen,SJ,78.2186,15.6401,46.24,66,75,17.27,light rain,2021-08-01 21:38:58
305,Mogadishu,SO,2.0371,45.3438,75.92,85,65,18.34,light rain,2021-08-01 21:38:58
306,Raga,SS,8.4596,25.678,67.96,95,94,5.1,overcast clouds,2021-08-01 21:38:59
307,Pangnirtung,CA,66.1451,-65.7125,53.29,70,100,2.89,overcast clouds,2021-08-01 21:38:59
308,Richards Bay,ZA,-28.783,32.0377,62.6,60,4,4.18,clear sky,2021-08-01 21:38:59
309,Port Hedland,AU,-20.3167,118.5667,60.85,39,0,13.8,clear sky,2021-08-01 21:39:00
310,Paamiut,GL,61.994,-49.6678,47.34,90,100,3.4,overcast clouds,2021-08-01 21:39:00
311,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,96,87,8.81,overcast clouds,2021-08-01 21:39:00
312,Khujand,TJ,40.2853,69.6279,76.28,46,98,4.47,overcast clouds,2021-08-01 21:39:01
313,Suchindram,IN,8.15,77.4833,79.81,74,99,15.66,overcast clouds,2021-08-01 21:39:01
314,Iquitos,PE,-3.7481,-73.2472,84.24,58,75,4.61,broken clouds,2021-08-01 21:39:01
315,Kutum,SD,14.2,24.6667,74.14,68,57,13.98,broken clouds,2021-08-01 21:39:02
316,Palmer,US,42.1584,-72.3287,76.55,58,75,4.0,broken clouds,2021-08-01 21:39:02
317,Namibe,AO,-15.1961,12.1522,69.28,82,65,1.63,broken clouds,2021-08-01 21:39:03
318,Luderitz,NA,-26.6481,15.1594,65.52,37,0,5.95,clear sky,2021-08-01 21:39:03
319,Saratoga Springs,US,43.0831,-73.7846,74.79,91,92,1.99,heavy intensity rain,2021-08-01 21:37:10
320,Kabala,SL,9.5833,-11.55,69.73,98,100,5.66,light rain,2021-08-01 21:39:03
321,Sioux Lookout,CA,50.1001,-91.917,75.58,38,75,9.22,broken clouds,2021-08-01 21:39:04
322,Camargo,MX,27.6667,-105.1667,86.65,32,38,16.04,scattered clouds,2021-08-01 21:39:04
323,Sivas,TR,39.7916,37.0019,57.83,82,0,4.61,clear sky,2021-08-01 21:39:04
324,Manga,BF,11.6636,-1.0731,76.32,77,20,6.24,few clouds,2021-08-01 21:39:05
325,Deniliquin,AU,-35.5333,144.9667,39.0,83,0,7.2,clear sky,2021-08-01 21:39:05
326,Antalaha,MG,-14.9003,50.2788,66.25,89,90,6.33,overcast clouds,2021-08-01 21:39:06
327,Sault Sainte Marie,CA,46.5168,-84.3333,71.89,60,75,14.97,broken clouds,2021-08-01 21:39:06
328,Poiares,PT,40.2103,-8.2575,67.35,99,100,1.7,overcast clouds,2021-08-01 21:39:06
329,Fortuna,US,40.5982,-124.1573,86.41,69,20,3.0,few clouds,2021-08-01 21:39:06
330,Colares,PT,38.7992,-9.4469,70.32,78,44,4.0,scattered clouds,2021-08-01 21:39:07
331,Balkanabat,TM,39.5108,54.3671,88.09,13,52,4.68,broken clouds,2021-08-01 21:39:07
332,Ozinki,RU,51.1786,49.6769,76.44,48,0,6.87,clear sky,2021-08-01 21:39:07
333,Ojinaga,MX,29.5667,-104.4167,83.35,47,1,4.61,clear sky,2021-08-01 21:39:08
334,Puerto Madero,MX,14.7208,-92.4215,91.6,70,75,11.5,broken clouds,2021-08-01 21:39:08
335,Barguzin,RU,53.6167,109.6167,58.53,83,8,1.61,clear sky,2021-08-01 21:39:08
336,Kudahuvadhoo,MV,2.6708,72.8944,82.22,72,100,6.96,overcast clouds,2021-08-01 21:39:09
337,Jinxiang,CN,27.4327,120.6062,78.8,91,100,5.57,overcast clouds,2021-08-01 21:39:09
338,Brazzaville,CG,-4.2658,15.2832,73.76,78,61,3.44,broken clouds,2021-08-01 21:39:09
339,Denpasar,ID,-8.65,115.2167,78.46,94,40,9.22,scattered clouds,2021-08-01 21:39:10
340,Aswan,EG,24.0934,32.907,96.1,12,0,3.44,clear sky,2021-08-01 21:39:10
341,Ushtobe,KZ,45.2514,77.9838,67.69,21,0,7.47,clear sky,2021-08-01 21:39:10
342,Bima,ID,-8.4667,118.7167,73.76,96,30,4.38,scattered clouds,2021-08-01 21:39:11
343,Camabatela,AO,-8.1881,15.375,62.44,46,5,3.22,clear sky,2021-08-01 21:39:11
344,Dubbo,AU,-32.25,148.6167,37.53,100,0,11.5,clear sky,2021-08-01 21:39:11
345,Okhotsk,RU,59.3833,143.3,61.72,52,0,9.53,clear sky,2021-08-01 21:39:12
346,Naryan-Mar,RU,67.6713,53.087,49.41,90,89,8.12,overcast clouds,2021-08-01 21:39:12
347,Jalu,LY,29.0331,21.5482,88.03,23,4,10.85,clear sky,2021-08-01 21:39:12
348,Ginda,IN,30.6945,78.4932,65.12,87,19,3.65,few clouds,2021-08-01 21:39:13
349,Carutapera,BR,-1.195,-46.02,75.06,88,76,2.21,broken clouds,2021-08-01 21:39:13
350,Saint-Pierre,RE,-21.3393,55.4781,67.64,67,20,5.75,few clouds,2021-08-01 21:39:13
351,Povenets,RU,62.8487,34.8262,57.24,97,100,6.15,overcast clouds,2021-08-01 21:39:14
352,Villacarrillo,ES,38.1156,-3.0848,66.25,25,53,0.85,broken clouds,2021-08-01 21:39:14
353,Vardo,NO,70.3705,31.1107,53.8,96,100,8.7,overcast clouds,2021-08-01 21:39:14
354,Sterling,US,39.0062,-77.4286,84.31,79,75,1.01,broken clouds,2021-08-01 21:36:23
355,Kuminskiy,RU,58.6667,66.5667,57.4,97,9,5.68,clear sky,2021-08-01 21:39:15
356,Norman Wells,CA,65.282,-126.8329,86.04,28,75,4.61,smoke,2021-08-01 21:39:15
357,Aguas Formosas,BR,-17.0822,-40.9358,63.16,66,72,7.99,broken clouds,2021-08-01 21:39:16
358,Lisakovsk,KZ,52.5369,62.4936,69.15,72,17,6.49,few clouds,2021-08-01 21:39:16
359,Pagudpud,PH,18.5616,120.7868,80.56,88,100,16.35,overcast clouds,2021-08-01 21:39:16
360,Singapore,SG,1.2897,103.8501,78.75,90,75,2.3,broken clouds,2021-08-01 21:36:02
361,Dunedin,NZ,-45.8742,170.5036,49.8,78,98,21.0,overcast clouds,2021-08-01 21:37:39
362,Grand Gaube,MU,-20.0064,57.6608,68.4,79,23,7.0,few clouds,2021-08-01 21:39:17
363,Mpongwe,ZM,-13.5091,28.155,54.73,76,0,4.38,clear sky,2021-08-01 21:39:17
364,Phalodi,IN,27.1333,72.3667,82.92,74,100,21.32,overcast clouds,2021-08-01 21:39:17
365,Kahului,US,20.8947,-156.47,85.26,61,20,27.63,few clouds,2021-08-01 21:39:18
366,Santiago,CL,-33.4569,-70.6483,80.04,12,0,3.44,clear sky,2021-08-01 21:39:09
367,Airai,TL,-8.9266,125.4092,56.1,85,23,2.82,few clouds,2021-08-01 21:39:18
368,Megion,RU,61.0296,76.1136,57.22,77,100,8.72,overcast clouds,2021-08-01 21:39:18
369,Codrington,AU,-38.2667,141.9667,43.18,84,0,16.02,clear sky,2021-08-01 21:39:19
370,Toma,BF,12.7667,-2.8833,80.51,67,68,9.19,broken clouds,2021-08-01 21:39:19
371,Esperance,AU,-33.8667,121.9,51.64,64,56,23.02,broken clouds,2021-08-01 21:39:19
372,Mocuba,MZ,-16.8392,36.9856,59.67,85,0,0.65,clear sky,2021-08-01 21:39:20
373,East Bethel,US,45.3194,-93.2025,81.01,42,75,4.0,broken clouds,2021-08-01 21:39:20
374,Dongsheng,CN,39.8161,109.9776,60.3,63,17,9.73,few clouds,2021-08-01 21:39:21
375,Awbari,LY,26.5921,12.7805,89.74,10,0,5.53,clear sky,2021-08-01 21:39:21
376,Baruun-Urt,MN,46.6806,113.2792,58.26,58,1,6.44,clear sky,2021-08-01 21:39:21
377,Katobu,ID,-4.9408,122.5276,72.68,95,33,2.62,scattered clouds,2021-08-01 21:39:22
378,Upernavik,GL,72.7868,-56.1549,42.84,80,23,12.37,few clouds,2021-08-01 21:39:22
379,Kuching,MY,1.55,110.3333,75.42,94,20,3.44,mist,2021-08-01 21:39:22
380,Del Rio,US,29.3627,-100.8968,104.23,31,1,10.36,clear sky,2021-08-01 21:34:40
381,Ixtapa,MX,20.7,-105.2,90.23,62,20,9.22,few clouds,2021-08-01 21:39:23
382,Mareeba,AU,-17.0,145.4333,63.45,92,43,2.71,scattered clouds,2021-08-01 21:39:23
383,Saint George,US,37.1041,-113.5841,98.64,29,1,1.01,clear sky,2021-08-01 21:37:07
384,Te Anau,NZ,-45.4167,167.7167,44.2,90,99,1.95,light rain,2021-08-01 21:39:24
385,Filadelfia,US,39.9523,-75.1638,76.17,77,90,3.0,overcast clouds,2021-08-01 21:37:47
386,Akureyri,IS,65.6835,-18.0878,55.33,76,75,4.61,broken clouds,2021-08-01 21:39:24
387,Saint-Louis,SN,16.3333,-15.0,96.44,48,57,16.02,broken clouds,2021-08-01 21:39:24
388,Marovoay,MG,-16.1,46.6333,69.94,66,15,1.19,few clouds,2021-08-01 21:39:25
389,Road Town,VG,18.4167,-64.6167,86.04,74,20,8.05,few clouds,2021-08-01 21:39:25
390,Verkhoyansk,RU,67.5447,133.385,60.51,42,0,2.39,clear sky,2021-08-01 21:39:25
391,San Quintin,MX,30.4833,-115.95,78.31,58,3,15.68,clear sky,2021-08-01 21:39:26
392,Namuac,PH,18.6109,121.1657,81.34,79,100,6.98,overcast clouds,2021-08-01 21:39:26
393,Salalah,OM,17.0151,54.0924,77.09,94,90,4.61,overcast clouds,2021-08-01 21:39:26
394,Sola,VU,-13.8833,167.55,75.87,69,75,5.75,broken clouds,2021-08-01 21:39:27
395,Payakumbuh,ID,-0.2202,100.6308,67.26,98,83,3.22,broken clouds,2021-08-01 21:39:27
396,Pantai Remis,MY,4.4557,100.6288,77.36,84,99,3.87,overcast clouds,2021-08-01 21:39:27
397,Krasnokamensk,RU,50.0979,118.0369,57.18,76,40,4.68,scattered clouds,2021-08-01 21:39:28
398,Baiyin,CN,36.5583,104.2081,65.28,39,11,5.35,few clouds,2021-08-01 21:39:28
399,Weinan,CN,34.5036,109.5089,82.09,80,88,4.65,overcast clouds,2021-08-01 21:39:28
400,Nabire,ID,-3.3667,135.4833,75.56,92,87,3.22,overcast clouds,2021-08-01 21:39:29
401,Krasnoarmeysk,RU,51.0239,45.6969,75.15,58,41,4.74,scattered clouds,2021-08-01 21:39:29
402,Faanui,PF,-16.4833,-151.75,77.76,68,36,14.63,scattered clouds,2021-08-01 21:39:29
403,Keti Bandar,PK,24.1447,67.4497,81.46,84,100,22.41,overcast clouds,2021-08-01 21:39:30
404,Tanout,NE,14.9709,8.8879,90.39,41,97,10.76,overcast clouds,2021-08-01 21:39:30
405,Saldanha,ZA,-33.0117,17.9442,48.25,88,71,8.93,broken clouds,2021-08-01 21:39:30
406,Yeniseysk,RU,58.4497,92.1703,54.52,96,86,1.14,overcast clouds,2021-08-01 21:39:31
407,Talnakh,RU,69.4865,88.3972,55.44,89,100,4.59,overcast clouds,2021-08-01 21:39:31
408,Ta Khmau,KH,11.4833,104.95,82.45,78,40,5.75,scattered clouds,2021-08-01 21:39:31
409,Kodinsk,RU,58.6881,99.1844,56.68,99,100,5.32,overcast clouds,2021-08-01 21:39:31
410,Nuevo Progreso,MX,23.1667,-97.95,96.6,53,1,5.01,clear sky,2021-08-01 21:39:32
411,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,74.05,79,9,15.46,clear sky,2021-08-01 21:39:32
412,Valparaiso,CL,-33.0393,-71.6273,80.83,49,0,9.22,clear sky,2021-08-01 21:39:32
413,Shaki,AZ,41.0833,47.1667,79.59,41,79,4.41,broken clouds,2021-08-01 21:39:33
414,Fuerte Olimpo,PY,-21.0415,-57.8738,69.75,41,99,4.23,overcast clouds,2021-08-01 21:39:33
415,Nova Borova,UA,50.693,28.6345,69.22,77,84,6.8,broken clouds,2021-08-01 21:39:34
416,Argir,FO,61.9959,-6.7715,47.37,83,84,0.92,broken clouds,2021-08-01 21:39:34
417,Deputatskiy,RU,69.3,139.9,43.57,71,6,5.1,clear sky,2021-08-01 21:39:34
418,Yerbogachen,RU,61.2767,108.0108,59.52,65,100,5.19,overcast clouds,2021-08-01 21:39:34
419,Wilmington,US,34.2257,-77.9447,91.98,74,1,13.8,clear sky,2021-08-01 21:35:35
420,Kushiro,JP,42.975,144.3747,67.55,99,100,6.06,overcast clouds,2021-08-01 21:39:35
421,Veliki Preslav,BG,43.1667,26.8167,72.3,66,0,5.77,clear sky,2021-08-01 21:39:35
422,Tessalit,ML,20.1986,1.0114,87.06,40,6,12.19,clear sky,2021-08-01 21:36:44
423,Coquimbo,CL,-29.9533,-71.3436,58.73,82,0,11.5,clear sky,2021-08-01 21:37:57
424,Bolobo,CD,-2.1667,16.2333,79.02,47,74,3.83,broken clouds,2021-08-01 21:39:36
425,Margate,GB,51.3813,1.3862,60.69,84,97,1.99,overcast clouds,2021-08-01 21:39:36
426,Whitehorse,CA,60.7161,-135.0538,82.09,26,20,5.75,few clouds,2021-08-01 21:36:55
427,Jiazi,CN,22.8779,116.067,81.7,89,97,5.88,overcast clouds,2021-08-01 21:39:37
428,Labytnangi,RU,66.6572,66.4183,55.47,98,100,3.11,overcast clouds,2021-08-01 21:39:37
429,Myitkyina,MM,25.3833,97.4,72.66,97,46,1.41,scattered clouds,2021-08-01 21:39:37
430,Vanimo,PG,-2.6741,141.3028,78.04,88,29,4.94,scattered clouds,2021-08-01 21:39:37
431,Narsaq,GL,60.9167,-46.05,61.02,70,100,3.71,light rain,2021-08-01 21:39:38
432,Fergus Falls,US,46.283,-96.0776,79.47,33,1,4.61,clear sky,2021-08-01 21:35:54
433,Saint-Joseph,RE,-21.3667,55.6167,66.56,74,37,9.13,scattered clouds,2021-08-01 21:39:38
434,Duyun,CN,26.2667,107.5167,70.21,91,3,2.95,clear sky,2021-08-01 21:39:39
435,Mbandaka,CD,0.0487,18.2603,71.98,80,100,3.49,overcast clouds,2021-08-01 21:39:39
436,Vestmannaeyjar,IS,63.4427,-20.2734,54.12,91,94,8.34,overcast clouds,2021-08-01 21:39:39
437,Orange Cove,US,36.6244,-119.3137,105.84,23,1,5.75,clear sky,2021-08-01 21:39:40
438,Titay,PH,7.8125,122.5344,75.13,89,95,1.07,overcast clouds,2021-08-01 21:39:40
439,Noumea,NC,-22.2763,166.4572,69.01,99,55,8.01,broken clouds,2021-08-01 21:37:56
440,Newport,GB,51.5877,-2.9984,61.83,81,77,7.4,broken clouds,2021-08-01 21:39:40
441,Praia Da Vitoria,PT,38.7333,-27.0667,74.75,100,90,16.15,light intensity drizzle,2021-08-01 21:39:41
442,Lithgow,AU,-33.4833,150.15,41.47,94,3,1.79,clear sky,2021-08-01 21:39:41
443,Shelton,US,41.3165,-73.0932,76.55,66,90,1.01,overcast clouds,2021-08-01 21:39:41
444,Luganville,VU,-15.5333,167.1667,74.21,57,47,7.85,scattered clouds,2021-08-01 21:39:42
445,Vyartsilya,RU,62.1764,30.693,54.91,97,9,4.94,clear sky,2021-08-01 21:39:42
446,Ducheng,CN,23.2373,111.5317,79.3,93,98,0.87,overcast clouds,2021-08-01 21:39:43
447,Kralendijk,BQ,12.15,-68.2667,85.98,70,0,20.71,clear sky,2021-08-01 21:39:43
448,Talcahuano,CL,-36.7167,-73.1167,58.68,63,0,6.91,clear sky,2021-08-01 21:39:43
449,Eureka,US,40.8021,-124.1637,86.67,71,58,10.0,broken clouds,2021-08-01 21:35:21
450,Danielskuil,ZA,-28.1887,23.5395,47.12,44,8,4.54,clear sky,2021-08-01 21:39:44
451,Nalut,LY,30.3333,10.85,92.3,12,8,11.59,clear sky,2021-08-01 21:39:44
452,Sydney,AU,-33.8679,151.2073,49.28,81,20,3.0,few clouds,2021-08-01 21:37:13
453,Shenjiamen,CN,29.9576,122.298,79.41,91,100,6.11,overcast clouds,2021-08-01 21:39:45
454,San Javier,ES,37.8063,-0.8374,77.22,74,75,1.99,broken clouds,2021-08-01 21:39:45
455,San Carlos Del Zulia,VE,9.0,-71.9135,91.15,53,19,11.14,few clouds,2021-08-01 21:39:45
456,Flin Flon,CA,54.7682,-101.865,84.04,32,1,5.75,smoke,2021-08-01 21:37:25
457,Cap Malheureux,MU,-19.9842,57.6142,68.49,79,17,7.0,few clouds,2021-08-01 21:39:46
458,Asosa,ET,10.0667,34.5333,59.43,85,100,3.11,overcast clouds,2021-08-01 21:39:46
459,Oksbol,DK,55.6268,8.2876,58.82,79,41,17.18,scattered clouds,2021-08-01 21:39:46
460,Matay,EG,28.419,30.7792,88.97,23,0,11.18,clear sky,2021-08-01 21:39:47
461,Hanzhong,CN,33.0728,107.0303,72.84,84,1,0.87,clear sky,2021-08-01 21:39:47
462,Qostanay,KZ,53.1667,63.5833,67.93,74,86,6.55,overcast clouds,2021-08-01 21:39:48
463,Luanshya,ZM,-13.1367,28.4166,55.42,74,31,4.43,scattered clouds,2021-08-01 21:39:48
464,Winnemucca,US,40.973,-117.7357,86.11,39,1,9.22,clear sky,2021-08-01 21:39:48
465,Gazanjyk,TM,39.2446,55.5154,84.18,13,56,5.26,broken clouds,2021-08-01 21:39:49
466,Vostok,RU,46.4856,135.8833,68.32,76,41,2.59,scattered clouds,2021-08-01 21:39:49
467,Quelimane,MZ,-17.8786,36.8883,66.15,82,0,0.0,clear sky,2021-08-01 21:39:49
468,Mwanza,TZ,-2.5167,32.9,70.5,43,11,7.25,few clouds,2021-08-01 21:39:50
469,Gunjur,GM,13.2019,-16.7339,78.87,100,75,0.0,broken clouds,2021-08-01 21:39:50
470,Gewane,ET,10.1664,40.6453,81.39,59,84,7.74,light rain,2021-08-01 21:39:50
471,Kismayo,SO,-0.3582,42.5454,75.29,84,43,18.41,scattered clouds,2021-08-01 21:39:51
472,Fort Nelson,CA,58.8053,-122.7002,87.39,42,1,4.61,smoke,2021-08-01 21:39:51
473,Gboko,NG,7.3179,8.9951,72.01,96,100,6.4,light rain,2021-08-01 21:39:51
474,Namatanai,PG,-3.6667,152.4333,80.94,79,12,6.13,few clouds,2021-08-01 21:39:52
475,Luau,AO,-10.7073,22.2247,63.84,34,20,4.36,few clouds,2021-08-01 21:39:52
476,Zhigansk,RU,66.7697,123.3711,64.78,64,49,14.54,scattered clouds,2021-08-01 21:39:53
477,Merauke,ID,-8.4667,140.3333,74.07,82,8,12.64,clear sky,2021-08-01 21:39:53
478,Tumpat,MY,6.1978,102.171,77.94,94,20,1.14,few clouds,2021-08-01 21:39:53
479,Sabha,LY,27.0377,14.4283,88.45,12,0,1.34,clear sky,2021-08-01 21:39:54
480,Evensk,RU,61.95,159.2333,45.25,82,100,17.92,light rain,2021-08-01 21:39:54
481,Buala,SB,-8.145,159.5921,78.62,86,98,7.11,moderate rain,2021-08-01 21:39:54
482,Primorsk,UA,46.7348,36.3443,76.33,62,0,4.81,clear sky,2021-08-01 21:39:55
483,Marzuq,YE,14.4,46.4667,81.64,52,97,6.89,overcast clouds,2021-08-01 21:39:55
484,Thunder Bay,CA,48.4001,-89.3168,73.38,41,75,9.22,broken clouds,2021-08-01 21:36:35
485,Beberibe,BR,-4.1797,-38.1306,80.64,84,75,8.99,broken clouds,2021-08-01 21:39:55
486,Atbasar,KZ,51.8,68.3333,70.12,59,2,6.82,clear sky,2021-08-01 21:39:56
487,Goundam,ML,16.4145,-3.6708,91.92,39,3,10.31,clear sky,2021-08-01 21:39:56
488,Srikakulam,IN,18.3,83.9,81.77,69,97,5.06,overcast clouds,2021-08-01 21:39:56
489,Cuenca,EC,-2.8833,-78.9833,62.73,51,75,11.5,broken clouds,2021-08-01 21:39:57
490,Porto Novo,BJ,6.4965,2.6036,78.62,87,45,5.08,scattered clouds,2021-08-01 21:39:57
491,Macenta,GN,8.5435,-9.471,68.61,99,98,2.53,light rain,2021-08-01 21:39:57
492,Antofagasta,CL,-23.65,-70.4,58.28,75,27,4.05,scattered clouds,2021-08-01 21:36:03
493,Bull Savanna,JM,17.8868,-77.5902,83.46,69,29,17.52,scattered clouds,2021-08-01 21:39:58
494,Auki,SB,-8.7676,160.7034,80.33,76,93,8.12,overcast clouds,2021-08-01 21:39:58
495,Terra Santa,BR,-2.1042,-56.4869,78.8,72,92,3.06,overcast clouds,2021-08-01 21:39:58
496,Las Palmas,ES,28.4204,-14.0131,68.79,73,20,18.41,few clouds,2021-08-01 21:39:59
497,Nirasaki,JP,35.7,138.45,77.88,90,56,1.05,broken clouds,2021-08-01 21:39:59
498,Soyo,AO,-6.1349,12.3689,72.41,85,44,8.12,scattered clouds,2021-08-01 21:39:59
499,Umm Kaddadah,SD,13.6017,26.6876,82.35,59,15,20.8,few clouds,2021-08-01 21:40:00
500,Ladario,BR,-19.0047,-57.6017,80.89,28,0,10.36,clear sky,2021-08-01 21:40:00
501,Olga,RU,43.7444,135.2892,68.16,92,100,7.96,overcast clouds,2021-08-01 21:40:01
502,Muroto,JP,33.2833,134.15,77.04,80,83,6.04,broken clouds,2021-08-01 21:40:01
503,Bandundu,CD,-3.3167,17.3667,82.35,34,99,3.67,overcast clouds,2021-08-01 21:40:04
504,Laguna,US,38.421,-121.4238,104.65,32,1,4.0,clear sky,2021-08-01 21:40:04
505,Atambua,ID,-9.1061,124.8925,69.66,88,45,5.23,scattered clouds,2021-08-01 21:40:04
506,Kulhudhuffushi,MV,6.6221,73.07,82.63,76,99,15.3,overcast clouds,2021-08-01 21:40:05
507,Kibakwe,TZ,-6.7167,36.3667,58.73,72,2,3.74,clear sky,2021-08-01 21:40:05
508,Huimanguillo,MX,17.85,-93.3833,91.17,57,68,9.42,broken clouds,2021-08-01 21:40:05
509,Am Timan,TD,11.0297,20.2827,71.73,95,87,4.03,overcast clouds,2021-08-01 21:40:06
510,Porbandar,IN,21.6422,69.6093,81.23,83,100,21.27,overcast clouds,2021-08-01 21:38:21
511,Orotukan,RU,62.2667,151.7,38.37,93,100,12.06,light rain,2021-08-01 21:40:06
512,Alugan,PH,12.2188,125.4808,82.58,76,97,9.1,overcast clouds,2021-08-01 21:40:06
513,Lakatoro,VU,-16.0999,167.4164,73.22,60,45,8.3,scattered clouds,2021-08-01 21:40:07
514,Maumere,ID,-8.6199,122.2111,78.1,83,86,8.59,overcast clouds,2021-08-01 21:40:07
515,Cumberland,US,35.0502,-78.8664,88.21,86,75,6.91,broken clouds,2021-08-01 21:40:07
516,Aitape,PG,-3.1374,142.3475,78.44,87,27,3.89,scattered clouds,2021-08-01 21:40:08
517,Boysun,UZ,38.2061,67.1986,72.59,28,0,5.59,clear sky,2021-08-01 21:40:08
518,Nicoya,CR,10.1483,-85.452,87.35,79,98,6.22,overcast clouds,2021-08-01 21:40:08
519,Prince Rupert,CA,54.3161,-130.3201,60.89,93,90,4.61,overcast clouds,2021-08-01 21:37:25
520,Gravelbourg,CA,49.8834,-106.5512,88.07,17,58,5.97,broken clouds,2021-08-01 21:40:09
521,Port Macquarie,AU,-31.4333,152.9167,57.88,75,91,7.49,overcast clouds,2021-08-01 21:40:09
522,Quatre Cocos,MU,-20.2078,57.7625,68.11,68,52,15.61,broken clouds,2021-08-01 21:40:10
523,Iskateley,RU,67.6803,53.1512,49.51,90,93,8.25,overcast clouds,2021-08-01 21:40:10
